addr:TW:dataset,source,addr:couontry,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:place,addr:housenumber,addr:floor,addr:unit,addr:full,x_3826,y_3826
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,4,3,新北市金山區美田里021鄰中山路395號Ｂ區四樓之3,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,8,5,新北市金山區美田里021鄰中山路395號Ｂ區八樓之5,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,3,4,新北市金山區美田里021鄰中山路395號Ａ區三樓之4,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,10,4,新北市金山區美田里021鄰中山路395號Ｂ區十樓之4,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,9,5,新北市金山區美田里021鄰中山路395號Ｂ區九樓之5,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,9,5,新北市金山區美田里021鄰中山路395號Ａ區九樓之5,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,8,6,新北市金山區美田里021鄰中山路395號Ｂ區八樓之6,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,3,3,新北市金山區美田里021鄰中山路395號Ｂ區三樓之3,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,9,6,新北市金山區美田里021鄰中山路395號Ａ區九樓之6,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,6,2,新北市金山區美田里021鄰中山路395號Ａ區六樓之2,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,4,2,新北市金山區美田里021鄰中山路395號Ａ區四樓之2,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,5,1,新北市金山區美田里021鄰中山路395號Ａ區五樓之1,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,4,5,新北市金山區美田里021鄰中山路395號Ｂ區四樓之5,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,3,1,新北市金山區美田里021鄰中山路395號Ａ區三樓之1,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,8,3,新北市金山區美田里021鄰中山路395號Ｂ區八樓之3,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,2,6,新北市金山區美田里021鄰中山路395號Ａ區二樓之6,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,2,3,新北市金山區美田里021鄰中山路395號Ａ區二樓之3,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,2,1,新北市金山區美田里021鄰中山路395號Ｂ區二樓之1,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,8,3,新北市金山區美田里021鄰中山路395號Ａ區八樓之3,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,2,5,新北市金山區美田里021鄰中山路395號Ａ區二樓之5,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,7,6,新北市金山區美田里021鄰中山路395號Ｂ區七樓之6,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,6,4,新北市金山區美田里021鄰中山路395號Ａ區六樓之4,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,7,4,新北市金山區美田里021鄰中山路395號Ａ區七樓之4,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,10,6,新北市金山區美田里021鄰中山路395號Ｂ區十樓之6,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,2,3,新北市金山區美田里021鄰中山路395號Ｂ區二樓之3,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,3,3,新北市金山區美田里021鄰中山路395號Ａ區三樓之3,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,6,2,新北市金山區美田里021鄰中山路395號Ｂ區六樓之2,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,4,6,新北市金山區美田里021鄰中山路395號Ａ區四樓之6,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,5,4,新北市金山區美田里021鄰中山路395號Ｂ區五樓之4,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,3,5,新北市金山區美田里021鄰中山路395號Ｂ區三樓之5,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,7,5,新北市金山區美田里021鄰中山路395號Ａ區七樓之5,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,5,6,新北市金山區美田里021鄰中山路395號Ｂ區五樓之6,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,4,3,新北市金山區美田里021鄰中山路395號Ａ區四樓之3,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,7,2,新北市金山區美田里021鄰中山路395號Ａ區七樓之2,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,8,5,新北市金山區美田里021鄰中山路395號Ａ區八樓之5,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,6,3,新北市金山區美田里021鄰中山路395號Ａ區六樓之3,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,5,1,新北市金山區美田里021鄰中山路395號Ｂ區五樓之1,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,3,2,新北市金山區美田里021鄰中山路395號Ｂ區三樓之2,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,4,6,新北市金山區美田里021鄰中山路395號Ｂ區四樓之6,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,10,2,新北市金山區美田里021鄰中山路395號Ａ區十樓之2,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,4,4,新北市金山區美田里021鄰中山路395號Ａ區四樓之4,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,2,2,新北市金山區美田里021鄰中山路395號Ｂ區二樓之2,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,11,3,新北市金山區美田里021鄰中山路395號Ｂ區十一樓之3,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,11,1,新北市金山區美田里021鄰中山路395號Ｂ區十一樓之1,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,7,6,新北市金山區美田里021鄰中山路395號Ａ區七樓之6,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,10,5,新北市金山區美田里021鄰中山路395號Ａ區十樓之5,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,8,1,新北市金山區美田里021鄰中山路395號Ａ區八樓之1,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,7,1,新北市金山區美田里021鄰中山路395號Ａ區七樓之1,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,5,3,新北市金山區美田里021鄰中山路395號Ｂ區五樓之3,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,8,4,新北市金山區美田里021鄰中山路395號Ａ區八樓之4,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,6,3,新北市金山區美田里021鄰中山路395號Ｂ區六樓之3,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,8,1,新北市金山區美田里021鄰中山路395號Ｂ區八樓之1,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,8,2,新北市金山區美田里021鄰中山路395號Ａ區八樓之2,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,5,5,新北市金山區美田里021鄰中山路395號Ａ區五樓之5,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,2,4,新北市金山區美田里021鄰中山路395號Ａ區二樓之4,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,6,6,新北市金山區美田里021鄰中山路395號Ｂ區六樓之6,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,3,6,新北市金山區美田里021鄰中山路395號Ａ區三樓之6,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,9,6,新北市金山區美田里021鄰中山路395號Ｂ區九樓之6,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,4,1,新北市金山區美田里021鄰中山路395號Ａ區四樓之1,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,11,1,新北市金山區美田里021鄰中山路395號Ａ區十一樓之1,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,7,3,新北市金山區美田里021鄰中山路395號Ａ區七樓之3,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,6,1,新北市金山區美田里021鄰中山路395號Ａ區六樓之1,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,3,2,新北市金山區美田里021鄰中山路395號Ａ區三樓之2,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,9,3,新北市金山區美田里021鄰中山路395號Ａ區九樓之3,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,4,1,新北市金山區美田里021鄰中山路395號Ｂ區四樓之1,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,6,5,新北市金山區美田里021鄰中山路395號Ｂ區六樓之5,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,9,2,新北市金山區美田里021鄰中山路395號Ｂ區九樓之2,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,11,5,新北市金山區美田里021鄰中山路395號Ａ區十一樓之5,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,9,1,新北市金山區美田里021鄰中山路395號Ｂ區九樓之1,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,4,2,新北市金山區美田里021鄰中山路395號Ｂ區四樓之2,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,10,6,新北市金山區美田里021鄰中山路395號Ａ區十樓之6,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,6,6,新北市金山區美田里021鄰中山路395號Ａ區六樓之6,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,10,1,新北市金山區美田里021鄰中山路395號Ｂ區十樓之1,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,8,2,新北市金山區美田里021鄰中山路395號Ｂ區八樓之2,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,2,2,新北市金山區美田里021鄰中山路395號Ａ區二樓之2,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,10,3,新北市金山區美田里021鄰中山路395號Ｂ區十樓之3,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,5,5,新北市金山區美田里021鄰中山路395號Ｂ區五樓之5,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,10,1,新北市金山區美田里021鄰中山路395號Ａ區十樓之1,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,10,3,新北市金山區美田里021鄰中山路395號Ａ區十樓之3,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,4,5,新北市金山區美田里021鄰中山路395號Ａ區四樓之5,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,2,5,新北市金山區美田里021鄰中山路395號Ｂ區二樓之5,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,7,5,新北市金山區美田里021鄰中山路395號Ｂ區七樓之5,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,10,2,新北市金山區美田里021鄰中山路395號Ｂ區十樓之2,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,9,4,新北市金山區美田里021鄰中山路395號Ａ區九樓之4,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,10,5,新北市金山區美田里021鄰中山路395號Ｂ區十樓之5,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,5,2,新北市金山區美田里021鄰中山路395號Ａ區五樓之2,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,11,5,新北市金山區美田里021鄰中山路395號Ｂ區十一樓之5,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,5,4,新北市金山區美田里021鄰中山路395號Ａ區五樓之4,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,5,2,新北市金山區美田里021鄰中山路395號Ｂ區五樓之2,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,11,3,新北市金山區美田里021鄰中山路395號Ａ區十一樓之3,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,3,1,新北市金山區美田里021鄰中山路395號Ｂ區三樓之1,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,7,1,新北市金山區美田里021鄰中山路395號Ｂ區七樓之1,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,11,6,新北市金山區美田里021鄰中山路395號Ｂ區十一樓之6,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,5,6,新北市金山區美田里021鄰中山路395號Ａ區五樓之6,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,11,2,新北市金山區美田里021鄰中山路395號Ｂ區十一樓之2,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,9,3,新北市金山區美田里021鄰中山路395號Ｂ區九樓之3,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,2,1,新北市金山區美田里021鄰中山路395號Ａ區二樓之1,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,3,5,新北市金山區美田里021鄰中山路395號Ａ區三樓之5,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,8,6,新北市金山區美田里021鄰中山路395號Ａ區八樓之6,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,5,3,新北市金山區美田里021鄰中山路395號Ａ區五樓之3,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,11,2,新北市金山區美田里021鄰中山路395號Ａ區十一樓之2,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ａ區,395號,9,2,新北市金山區美田里021鄰中山路395號Ａ區九樓之2,313797.382454,2790844.1992000
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,2,6,新北市金山區美田里021鄰中山路395號Ｂ區二樓之6,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,6,1,新北市金山區美田里021鄰中山路395號Ｂ區六樓之1,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,7,2,新北市金山區美田里021鄰中山路395號Ｂ區七樓之2,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,3,6,新北市金山區美田里021鄰中山路395號Ｂ區三樓之6,313788.911430,2790849.6497300
168887,新北市政府,TW,新北市,金山區,美田里,021,中山路,Ｂ區,395號,6,4,新北市金山區美田里021鄰中山路395號Ｂ區六樓之4,313788.911430,2790849.6497300
