addr:TW:dataset,source,addr:country,addr:province,addr:city,addr:district,addr:village,addr:neighborhood,addr:street,addr:housenumber,addr:full,description,x,y
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,三光里,10,板橋路,78之3,雲林縣斗六市三光里10鄰板橋路78之3號,農業資材室,201378.886,2617085.896
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,三光里,1,頂柴路,2之72,雲林縣斗六市三光里1鄰頂柴路2之72號,農業資材室,202805.72,2617867.59
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,三光里,2,頂柴路,3之66,雲林縣斗六市三光里2鄰頂柴路3之66號,農業資材室,202891.3,2617399.25
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,久安里,13,久安南路220巷,62,雲林縣斗六市久安里13鄰久安南路220巷62號,農業資材室,200178.11,2618940.29
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,久安里,13,久安南路220巷,66,雲林縣斗六市久安里13鄰久安南路220巷66號,農業資材室,200166.21,2618934.61
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,久安里,13,久安南路220巷,68,雲林縣斗六市久安里13鄰久安南路220巷68號,農業資材室,200133.4,2618931.03
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,久安里,3,久安東路,21,雲林縣斗六市久安里3鄰久安東路21號,農業資材室,200304.1,2620129.3
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,久安里,13,久安東路,189,雲林縣斗六市久安里13鄰久安東路189號,農業設施,200613.95,2619444
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,久安里,3,久安西路159巷,5,雲林縣斗六市久安里3鄰久安西路159巷5號,農業資材室,199747.08,2619941.42
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,久安里,3,久安西路,250,雲林縣斗六市久安里3鄰久安西路250號,農業資材室,199646.57,2619667.54
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,久安里,14,江厝路,100之21,雲林縣斗六市久安里14鄰江厝路100之21號,農業資材室,201507.21,2619261.93
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,久安里,14,深圳路,1之47,雲林縣斗六市久安里14鄰深圳路1之47號,農業設施,201277.56,2619394.64
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,久安里,14,深圳路,1之60,雲林縣斗六市久安里14鄰深圳路1之60號,農業資材室,201355.57,2619156.99
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,久安里,14,深圳路,2之39,雲林縣斗六市久安里14鄰深圳路2之39號,捲揚式加強型溫室,201391.976,2619768.333
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,久安里,20,雲林路三段,373,雲林縣斗六市久安里20鄰雲林路三段373號,農業資材室,200297.07,2621126.01
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,久安里,21,雲林路三段,503,雲林縣斗六市久安里21鄰雲林路三段503號,農業資材室,199640.97,2620816.18
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,保庄里,14,保長路,59之7,雲林縣斗六市保庄里14鄰保長路59之7號,農業資材室,201708.83,2622392.46
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,保庄里,7,建興路,124之26,雲林縣斗六市保庄里7鄰建興路124之26號,農業設施,201509.45,2623190.18
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,保庄里,11,建興路,300之3,雲林縣斗六市保庄里11鄰建興路300之3號,農業資材室,200968.91,2622940.28
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,保庄里,11,建興路,332,雲林縣斗六市保庄里11鄰建興路332號,農業資材室,200935.84,2623117.33
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,保庄里,24,雲林路三段,376,雲林縣斗六市保庄里24鄰雲林路三段376號,農機具室,199902.758,2620993.035
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,八德里,7,北祥街,869,雲林縣斗六市八德里7鄰北祥街869號,農業資材室,204785.981,2623730.457
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,八德里,21,引善路,75,雲林縣斗六市八德里21鄰引善路75號,農業資材室,206136.076,2623432.215
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,八德里,15,文化路788巷,55,雲林縣斗六市八德里15鄰文化路788巷55號,農業資材室,205628.86,2623307.27
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,八德里,19,文化路,845,雲林縣斗六市八德里19鄰文化路845號,農業資材室,206319.75,2623987.35
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,八德里,19,文化路,901,雲林縣斗六市八德里19鄰文化路901號,農業資材室,206302.56,2624073.04
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,八德里,7,豐興路15巷,46,雲林縣斗六市八德里7鄰豐興路15巷46號,農業資材室,204809.44,2623415.48
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,八德里,6,豐興路110巷,69,雲林縣斗六市八德里6鄰豐興路110巷69號,農業資材室,205153.224,2623679.603
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,十三里,11,十三東路,1之9,雲林縣斗六市十三里11鄰十三東路1之9號,農業資材室,205972.83,2625655.76
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,十三里,11,十三東路,6之8,雲林縣斗六市十三里11鄰十三東路6之8號,農業設施,206027.09,2625657.98
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,十三里,11,十三東路,61之12,雲林縣斗六市十三里11鄰十三東路61之12號,農業資材室,206329.78,2626491.88
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,嘉東里,7,劉厝路,1之20,雲林縣斗六市嘉東里7鄰劉厝路1之20號,農業資材室,204556.19,2619317
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,嘉東里,1,嘉東南路,116,雲林縣斗六市嘉東里1鄰嘉東南路116號,農業資材室,203571.32,2619938.93
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,嘉東里,5,成功路,766之8,雲林縣斗六市嘉東里5鄰成功路766之8號,農業資材室,204973.52,2620399.27
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,嘉東里,5,成功路,766之9,雲林縣斗六市嘉東里5鄰成功路766之9號,農業設施,204958.14,2620400.5
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,嘉東里,5,成功路,768之15,雲林縣斗六市嘉東里5鄰成功路768之15號,農業設施,204732.32,2620483.24
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,嘉東里,5,鎮南路,709,雲林縣斗六市嘉東里5鄰鎮南路709號,農業資材室,203541.006,2621173.248
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,嘉東里,5,鎮南路,777,雲林縣斗六市嘉東里5鄰鎮南路777號,農業資材室,203595.86,2621049.64
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,嘉東里,1,鎮南路,950,雲林縣斗六市嘉東里1鄰鎮南路950號,農業資材室,203950.77,2620288.63
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,嘉東里,5,鎮南路,1073,雲林縣斗六市嘉東里5鄰鎮南路1073號,農業資材室,203984.934,2620322.76
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,嘉東里,5,鎮南路,1105,雲林縣斗六市嘉東里5鄰鎮南路1105號,農業資材室,204080.9,2620140.91
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,嘉東里,10,鎮南路,1213,雲林縣斗六市嘉東里10鄰鎮南路1213號,農業資材室,204245.99,2619891.73
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,崙峯里,22,仁義路,16之153,雲林縣斗六市崙峯里22鄰仁義路16之153號,農業資材室,202217.27,2619436.25
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,崙峯里,22,仁義路,16之68,雲林縣斗六市崙峯里22鄰仁義路16之68號,農業資材室,202723.43,2619853.33
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,崙峯里,19,仁義路,25之21,雲林縣斗六市崙峯里19鄰仁義路25之21號,農業資材室,202956.082,2620491.189
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,崙峯里,8,仁義路,42之3,雲林縣斗六市崙峯里8鄰仁義路42之3號,農業資材室,202815.59,2619727.31
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,明德里,16,育英北街270巷,115,雲林縣斗六市明德里16鄰育英北街270巷115號,農業資材室,204492.33,2624115.38
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,明德里,16,育英北街,280,雲林縣斗六市明德里16鄰育英北街280號,農業資材室,204219.192,2624038.163
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,林頭里,24,大學路一段495巷,89,雲林縣斗六市林頭里24鄰大學路一段495巷89號,農業資材室,205422.14,2622466.31
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,林頭里,22,大學路一段495巷,120,雲林縣斗六市林頭里22鄰大學路一段495巷120號,農業資材室,205601.59,2622413.49
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,林頭里,6,大學路二段275巷,108,雲林縣斗六市林頭里6鄰大學路二段275巷108號,農業資材室,204088.16,2621844.39
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,林頭里,6,大學路二段275巷,115,雲林縣斗六市林頭里6鄰大學路二段275巷115號,農業設施,204335.18,2621858.35
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,林頭里,11,成功路641巷,108,雲林縣斗六市林頭里11鄰成功路641巷108號,農業資材室,205171.29,2621734.888
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,林頭里,2,成功路698巷,98,雲林縣斗六市林頭里2鄰成功路698巷98號,農業資材室,205092.74,2621211.99
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,林頭里,1,成功路,716,雲林縣斗六市林頭里1鄰成功路716號,農業資材室,205295.701,2621055.185
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,林頭里,1,成功路,760之2,雲林縣斗六市林頭里1鄰成功路760之2號,農業資材室,205154.48,2620689.05
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,林頭里,1,成功路,770,雲林縣斗六市林頭里1鄰成功路770號,農業資材室,204628.01,2620737.93
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,林頭里,15,楓溝街,162,雲林縣斗六市林頭里15鄰楓溝街162號,加強型捲揚式溫室,205237.07,2621983.76
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,梅林里,12,南仁路,226,雲林縣斗六市梅林里12鄰南仁路226號,農業資材室,208242.75,2622659.07
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,梅林里,16,埤頭南路60巷,132,雲林縣斗六市梅林里16鄰埤頭南路60巷132號,農業設施,207636.2,2621571.93
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,梅林里,15,梅南路,112,雲林縣斗六市梅林里15鄰梅南路112號,農業資材室,208327.25,2621931.18
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,梅林里,15,梅南路,118,雲林縣斗六市梅林里15鄰梅南路118號,農業資材室,208327.1,2621781.93
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,梅林里,9,梅南路,588,雲林縣斗六市梅林里9鄰梅南路588號,農業資材室,209550.25,2621615.18
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴中里,24,光復路,389,雲林縣斗六市榴中里24鄰光復路389號,菇類栽培室,208530.32,2624722
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴中里,16,工業路,51,雲林縣斗六市榴中里16鄰工業路51號,農業資材室,207453.89,2624085.98
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴中里,1,榴南路,77,雲林縣斗六市榴中里1鄰榴南路77號,農業資材室,207079.86,2623867.76
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴中里,1,河南街,469,雲林縣斗六市榴中里1鄰河南街469號,農業資材室,206885.47,2623504.59
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴中里,20,福興路31巷,180,雲林縣斗六市榴中里20鄰福興路31巷180號,農業資材室,208986.65,2624782.99
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴北里,5,中興路,306,雲林縣斗六市榴北里5鄰中興路306號,農業資材室,206365.16,2625309.04
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴北里,5,中興路,336,雲林縣斗六市榴北里5鄰中興路336號,農業資材室,206546.42,2625538.46
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴北里,5,中興路,340,雲林縣斗六市榴北里5鄰中興路340號,捲揚式溫室,206554.612,2625521.408
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴北里,5,中興路,342,雲林縣斗六市榴北里5鄰中興路342號,捲揚式溫室,206565.68,2625552.22
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴北里,5,中興路,342之6,雲林縣斗六市榴北里5鄰中興路342之6號,農業資材室,206608.01,2625596.46
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴北里,5,中興路,366,雲林縣斗六市榴北里5鄰中興路366號,捲揚式溫室,207317.697,2625936.542
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴北里,5,中興路,390,雲林縣斗六市榴北里5鄰中興路390號,捲揚式溫室,206958.045,2626153.414
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴南里,7,南仁路,72之12,雲林縣斗六市榴南里7鄰南仁路72之12號,農業資材室,207420.53,2623831.48
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴南里,8,南仁路,155之8,雲林縣斗六市榴南里8鄰南仁路155之8號,農業資材室,208167.553,2622998.793
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,榴南里,7,工業路,70,雲林縣斗六市榴南里7鄰工業路70號,農業資材室,207820.65,2624091.44
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,江厝里,5,江厝路,100之18,雲林縣斗六市江厝里5鄰江厝路100之18號,農業資材室,201518.25,2619332.04
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,江厝里,5,江厝路,100之15,雲林縣斗六市江厝里5鄰江厝路100之15號,農業資材室,201576.99,2619295.928
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,江厝里,13,瓦厝路,10之16,雲林縣斗六市江厝里13鄰瓦厝路10之16號,農業資材室,200814.29,2618473.09
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,江厝里,16,瓦厝路,62之38,雲林縣斗六市江厝里16鄰瓦厝路62之38號,農業資材室,200732.61,2618752.76
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,江厝里,16,瓦厝路,155,雲林縣斗六市江厝里16鄰瓦厝路155號,農業資材室,200324.56,2618447.21
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,湖山里,11,岩山路,33,雲林縣斗六市湖山里11鄰岩山路33號,農業資材室,209670.995,2622411.613
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,湖山里,7,工湖路,701,雲林縣斗六市湖山里7鄰工湖路701號,農業資材室,209284.42,2624120.24
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,湖山里,7,楓湖路,100之1,雲林縣斗六市湖山里7鄰楓湖路100之1號,農業資材室,210800.98,2623890.47
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,湖山里,1,湖山路,129之1,雲林縣斗六市湖山里1鄰湖山路129之1號,農業資材室,209213.12,2622981.3
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,湖山里,11,湖山路,137之11,雲林縣斗六市湖山里11鄰湖山路137之11號,農業資材室,209454.18,2623362.588
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,溝埧里,8,三樂路98巷,10,雲林縣斗六市溝埧里8鄰三樂路98巷10號,農業資材室,202398.18,2618931.47
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,溝埧里,2,仁義路,186,雲林縣斗六市溝埧里2鄰仁義路186號,農業資材室,202723.17,2618820.3
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,溝埧里,2,仁義路,226,雲林縣斗六市溝埧里2鄰仁義路226號,農業資材室,202738.4,2618703.53
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,溪洲里,5,竹圍路,332,雲林縣斗六市溪洲里5鄰竹圍路332號,溫室育苗馴化場,205711.019,2627576.668
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,溪洲里,2,竹圍路,31之26,雲林縣斗六市溪洲里2鄰竹圍路31之26號,堆肥室,203799.79,2626991.4
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,溪洲里,5,萬年路,947之2,雲林縣斗六市溪洲里5鄰萬年路947之2號,農業資材室,204875.83,2627062.97
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,社口里,22,大學路二段303巷,13,雲林縣斗六市社口里22鄰大學路二段303巷13號,集貨運銷處理室,203620.39,2621599.47
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,重光里,15,榮譽路863巷,36,雲林縣斗六市重光里15鄰榮譽路863巷36號,農業資材室,206307.07,2622271.03
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,重光里,7,重光路,1之31,雲林縣斗六市重光里7鄰重光路1之31號,農業資材室,206343.06,2620877.8
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,重光里,7,重光路,2之39,雲林縣斗六市重光里7鄰重光路2之39號,農業資材室,206683.515,2620912.231
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,鎮北里,13,北祥街301巷,213之2,雲林縣斗六市鎮北里13鄰北祥街301巷213之2號,農業資材室,203807.31,2624079.51
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,鎮北里,13,北祥街301巷,222,雲林縣斗六市鎮北里13鄰北祥街301巷222號,農業設施,203730.28,2624090.95
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,鎮南里,28,中山路533巷,6,雲林縣斗六市鎮南里28鄰中山路533巷6號,農業資材室,202959.51,2621362.47
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,鎮南里,24,明德路,108,雲林縣斗六市鎮南里24鄰明德路108號,攤販集中場,202700.833,2621682.124
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,鎮東里,16,大學路一段201巷,52,雲林縣斗六市鎮東里16鄰大學路一段201巷52號,農業資材室,204982.88,2622925.71
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,鎮東里,16,大學路一段201巷100弄,66,雲林縣斗六市鎮東里16鄰大學路一段201巷100弄66號,農業資材室,205164.31,2622890.44
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,鎮東里,16,大學路一段201巷100弄,82,雲林縣斗六市鎮東里16鄰大學路一段201巷100弄82號,農業資材室,205209.027,2622888.992
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,鎮西里,13,公園路,77,雲林縣斗六市鎮西里13鄰公園路77號,斗六市戶政事務所,201754.09,2621633.7
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,長安里,2,長安路,141,雲林縣斗六市長安里2鄰長安路141號,捲揚式溫室,202092.474,2625703.506
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,長平里,12,長林路16巷,3,雲林縣斗六市長平里12鄰長林路16巷3號,農業資材室,199854.01,2621183.38
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,長平里,12,長林路16巷,57,雲林縣斗六市長平里12鄰長林路16巷57號,農業設施,200601.22,2621572.76
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,長平里,12,長林路16巷,70,雲林縣斗六市長平里12鄰長林路16巷70號,農業資材室,200660.89,2621536.59
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,長平里,11,長林路35巷,210,雲林縣斗六市長平里11鄰長林路35巷210號,農業資材室,198857.37,2621517.26
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,長平里,10,長林路100巷,153,雲林縣斗六市長平里10鄰長林路100巷153號,農業資材室,200598.13,2622159.1
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,龍潭里,7,泰安路,200,雲林縣斗六市龍潭里7鄰泰安路200號,農業資材室,201973.58,2619519.52
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,龍潭里,7,泰安路,260,雲林縣斗六市龍潭里7鄰泰安路260號,農業資材室,201880.33,2619583.03
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,龍潭里,1,龍潭南路,127之26,雲林縣斗六市龍潭里1鄰龍潭南路127之26號,農業設施,202497.14,2620434.89
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,龍潭里,7,龍潭路,81,雲林縣斗六市龍潭里7鄰龍潭路81號,農業資材室,201566.51,2620655.35
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,龍潭里,7,龍潭路,145,雲林縣斗六市龍潭里7鄰龍潭路145號,農業設施,201582.05,2619958.07
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,龍潭里,7,龍潭路,147,雲林縣斗六市龍潭里7鄰龍潭路147號,農業設施溫室,201622.39,2619959.49
166201,雲林縣政府,TW,台灣省,雲林縣,斗六市,龍潭里,6,龍潭路,260之12,雲林縣斗六市龍潭里6鄰龍潭路260之12號,農業資材室,201595.26,2619649.9
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,僑真里,12,中興路,207,雲林縣斗南鎮僑真里12鄰中興路207號,溫室,194991.24,2619324.32
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,僑真里,12,中興路,507,雲林縣斗南鎮僑真里12鄰中興路507號,農業資材室,194521.575,2619443.47
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,僑真里,18,建國三路,506,雲林縣斗南鎮僑真里18鄰建國三路506號,農業資材室,196170.62,2618280.23
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,小東里,16,大同路,519,雲林縣斗南鎮小東里16鄰大同路519號,農業資材室,195962.27,2620510.26
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,新光里,20,延平路一段,359之10,雲林縣斗南鎮新光里20鄰延平路一段359之10號,農業資材室,197148.18,2620493
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,新崙里,1,新崙南路,43,雲林縣斗南鎮新崙里1鄰新崙南路43號,資材室,192114.488,2619147.77
