addr:TW:dataset,source,addr:country,addr:province,addr:city,addr:district,addr:village,addr:neighborhood,addr:street,addr:housenumber,addr:full,description,x,y
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,新崙里,14,新崙路,87之17,雲林縣斗南鎮新崙里14鄰新崙路87之17號,農業資材室,190863.67,2619409.73
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,東仁里,9,仁愛路,93,雲林縣斗南鎮東仁里9鄰仁愛路93號,農業資材室,197806.26,2618672.06
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,林子里,9,延平路三段,147,雲林縣斗南鎮林子里9鄰延平路三段147號,農業資材室,196160.205,2616405.591
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,田頭里,15,延平北路,16,雲林縣斗南鎮田頭里15鄰延平北路16號,農業資材室,197173.44,2621605.81
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,田頭里,17,延平北路180巷,21,雲林縣斗南鎮田頭里17鄰延平北路180巷21號,農業資材室,197601.67,2623458.81
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,田頭里,15,後庄路,63,雲林縣斗南鎮田頭里15鄰後庄路63號,育苗馴化場,197822.961,2621597.138
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,田頭里,4,後庄路,78,雲林縣斗南鎮田頭里4鄰後庄路78號,捲揚式溫室,197917.966,2621710.291
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,田頭里,7,田興路150巷,17,雲林縣斗南鎮田頭里7鄰田興路150巷17號,農業資材室,198453.33,2622314.16
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,田頭里,12,田西路,68,雲林縣斗南鎮田頭里12鄰田西路68號,農業資材室,197774.02,2621973.39
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,田頭里,10,田頭中路,88,雲林縣斗南鎮田頭里10鄰田頭中路88號,隴西堂,198017.06,2622104.87
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,田頭里,18,義和一路33巷,19,雲林縣斗南鎮田頭里18鄰義和一路33巷19號,農業資材室,197771.03,2624192.67
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,田頭里,18,義和一路,99,雲林縣斗南鎮田頭里18鄰義和一路99號,農業資材室,198142.28,2624026.44
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,田頭里,18,義和一路115巷,33,雲林縣斗南鎮田頭里18鄰義和一路115巷33號,蘭花溫室,198143.643,2624297.146
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,田頭里,18,義和一路,137,雲林縣斗南鎮田頭里18鄰義和一路137號,捲揚式溫室,198734.44,2624548.91
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,田頭里,16,雲科路四段,2,雲林縣斗南鎮田頭里16鄰雲科路四段2號,農業資材室,198751.84,2623688.92
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,石龜里,6,四維路,5之2,雲林縣斗南鎮石龜里6鄰四維路5之2號,育苗馴化場,198296.017,2614942.011
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,石龜里,1,四維路,2之35,雲林縣斗南鎮石龜里1鄰四維路2之35號,温室,197847.2,2615336.59
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,石龜里,1,四維路,2之46,雲林縣斗南鎮石龜里1鄰四維路2之46號,農業資材室,197884.56,2615262.53
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,石龜里,6,四維路,3之36,雲林縣斗南鎮石龜里6鄰四維路3之36號,捲揚式溫室,198686.58,2614947.44
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,石龜里,6,四維路,9,雲林縣斗南鎮石龜里6鄰四維路9號,農業資材室,197550.21,2615218.71
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,舊社里,10,三民路,113,雲林縣斗南鎮舊社里10鄰三民路113號,農業資材室,197815.65,2617746.21
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,舊社里,10,三民路,160,雲林縣斗南鎮舊社里10鄰三民路160號,農業資材室,197857.61,2617813.58
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,舊社里,11,仁愛路,370之18,雲林縣斗南鎮舊社里11鄰仁愛路370之18號,農資室,197645.13,2618548.96
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,舊社里,12,仁愛路,385之1,雲林縣斗南鎮舊社里12鄰仁愛路385之1號,農業資材室,198208.566,2618306.454
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,舊社里,2,信義路271巷,47,雲林縣斗南鎮舊社里2鄰信義路271巷47號,農業資材室,197517.51,2618095.5
166201,雲林縣政府,TW,台灣省,雲林縣,斗南鎮,西岐里,15,中山路,178,雲林縣斗南鎮西岐里15鄰中山路178號,雲林縣斗南戶政事務所,196696.8,2619742.79
166201,雲林縣政府,TW,台灣省,雲林縣,虎尾鎮,新興里,25,行政路,8,雲林縣虎尾鎮新興里25鄰行政路8號,雲林縣虎尾鎮戶政事務所地址,193398.45,2622876.28
166201,雲林縣政府,TW,台灣省,雲林縣,虎尾鎮,新興里,25,行政路,8,雲林縣虎尾鎮新興里25鄰行政路8號,雲林縣虎尾鎮戶政事務所,193398.45,2622876.28
166201,雲林縣政府,TW,台灣省,雲林縣,虎尾鎮,新興里,25,行政路,8,雲林縣虎尾鎮新興里25鄰行政路8號,虎尾鎮戶政事務所,193398.45,2622876.28
166201,雲林縣政府,TW,台灣省,雲林縣,虎尾鎮,立仁里,8,林森路二段,臨2之12,雲林縣虎尾鎮立仁里8鄰林森路二段臨2之12號,191879.33,2622823.29
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,中興里,13,中山路,292,雲林縣西螺鎮中興里13鄰中山路292號,西螺鎮戶政事務所,194439.5,2632909.64
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,中興里,18,福來路130巷,33,雲林縣西螺鎮中興里18鄰福來路130巷33號,自產農產加工室,194104.33,2632229.43
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,大園里,15,大橋南路168巷,37,雲林縣西螺鎮大園里15鄰大橋南路168巷37號,加強型捲揚式溫室,196799.92,2632527.1
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,振興里,13,市場南路,60,雲林縣西螺鎮振興里13鄰市場南路60號,農業資材室,195785.09,2631071.6
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新安里,10,市場北路,139,雲林縣西螺鎮新安里10鄰市場北路139號,農業資材室等,194928.59,2631310.9
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新安里,10,市場北路,171,雲林縣西螺鎮新安里10鄰市場北路171號,農業資材室,194740.315,2631297.587
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新安里,10,市場北路,203之1,雲林縣西螺鎮新安里10鄰市場北路203之1號,農業資材室,194446.473,2631297.335
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新安里,10,市場北路,238,雲林縣西螺鎮新安里10鄰市場北路238號,農業資材室,194511.45,2631331.4
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新安里,10,市場北路,256,雲林縣西螺鎮新安里10鄰市場北路256號,農業資材室,194357.79,2631331.91
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新安里,10,市場南路,181,雲林縣西螺鎮新安里10鄰市場南路181號,集貨包裝場等,194547.71,2630986.76
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新安里,10,市場南路,248,雲林縣西螺鎮新安里10鄰市場南路248號,農業資材室,194380.02,2631002.88
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新安里,10,市場南路,260,雲林縣西螺鎮新安里10鄰市場南路260號,農業資材室,194300.822,2631003.439
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新安里,3,振安路,99,雲林縣西螺鎮新安里3鄰振安路99號,農業資材室,194844.7,2631613.87
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新安里,1,新興路392巷,6,雲林縣西螺鎮新安里1鄰新興路392巷6號,農業資材室,194169.17,2631924.16
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新安里,10,新興路536巷,18,雲林縣西螺鎮新安里10鄰新興路536巷18號,農業資材室,194102.284,2630420.323
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新豐里,6,新吉街,89,雲林縣西螺鎮新豐里6鄰新吉街89號,農業資材室,193798.49,2631040.95
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新豐里,12,福來路7巷,36,雲林縣西螺鎮新豐里12鄰福來路7巷36號,溫室,193045.13,2630370.42
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新豐里,6,福來路8巷,9,雲林縣西螺鎮新豐里6鄰福來路8巷9號,農業資材室,193685.5,2630386.52
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,新豐里,6,福來路58巷,28,雲林縣西螺鎮新豐里6鄰福來路58巷28號,農業資材室,193825.67,2631372.69
166201,雲林縣政府,TW,台灣省,雲林縣,西螺鎮,河南里,10,興農西路,442,雲林縣西螺鎮河南里10鄰興農西路442號,農業資材室,193109.353,2632124.546
166201,雲林縣政府,TW,台灣省,雲林縣,土庫鎮,南平里,12,仁愛街,3之13,雲林縣土庫鎮南平里12鄰仁愛街3之13號,農業資材室,183867,2622242.39
166201,雲林縣政府,TW,台灣省,雲林縣,土庫鎮,南平里,5,光榮路二段,100,雲林縣土庫鎮南平里5鄰光榮路二段100號,雞舍,184697.16,2622007.46
166201,雲林縣政府,TW,台灣省,雲林縣,土庫鎮,南平里,5,和平街,107,雲林縣土庫鎮南平里5鄰和平街107號,農業資材室,184618.45,2621155.73
166201,雲林縣政府,TW,台灣省,雲林縣,土庫鎮,宮北里,2,中山路,245之1,雲林縣土庫鎮宮北里2鄰中山路245之1號,雲林縣土庫鎮戶政事務所,187989.39,2619471.08
166201,雲林縣政府,TW,台灣省,雲林縣,土庫鎮,後埔里,10,光榮路一段251巷,11,雲林縣土庫鎮後埔里10鄰光榮路一段251巷11號,溫室,185431.78,2622380.38
166201,雲林縣政府,TW,台灣省,雲林縣,土庫鎮,石廟里,13,復興路,380之7,雲林縣土庫鎮石廟里13鄰復興路380之7號,農業設施,187739.29,2620776.89
166201,雲林縣政府,TW,台灣省,雲林縣,土庫鎮,西平里,16,馬光路,330之6,雲林縣土庫鎮西平里16鄰馬光路330之6號,農業資材室,182517.276,2622156.138
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,仁和里,8,仁德街,32,雲林縣北港鎮仁和里8鄰仁德街32號,房屋已拆除,179048.318,2607584.602
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,公舘里,7,公舘街,40,雲林縣北港鎮公舘里7鄰公舘街40號,房屋已拆除,179087.815,2607736.974
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,劉厝里,1,民樂路,427之13,雲林縣北港鎮劉厝里1鄰民樂路427之13號,育苗馴化場不得設籍,177432.32,2609100.05
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,大同里,16,太平路18巷,2,雲林縣北港鎮大同里16鄰太平路18巷2號,房屋已拆除,179160.397,2608251.2
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,大同里,16,太平路18巷,3,雲林縣北港鎮大同里16鄰太平路18巷3號,房屋已拆除,179170.19,2608255.759
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,大同里,16,太平路20巷,2,雲林縣北港鎮大同里16鄰太平路20巷2號,房屋已拆除,179179.55,2608284.77
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,大同里,16,太平路,24,雲林縣北港鎮大同里16鄰太平路24號,房屋已拆除,179172.52,2608275.3
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,新街里,36,太平路,140之1,雲林縣北港鎮新街里36鄰太平路140之1號,溫室不得設籍,179195.75,2609301.55
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,新街里,21,慶華街,2,雲林縣北港鎮新街里21鄰慶華街2號,北港鎮戶政事務所,179004.555,2608717.523
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,新街里,8,新南路,10,雲林縣北港鎮新街里8鄰新南路10號,房屋已拆除,178538.028,2609008.259
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,新街里,5,新德路,123之1,雲林縣北港鎮新街里5鄰新德路123之1號,儲存石油廠庫不得設籍,179244.72,2609866.2
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,新街里,11,華勝路,288,雲林縣北港鎮新街里11鄰華勝路288號,房屋已拆除,178396.497,2608654.845
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,新街里,8,華勝路,395,雲林縣北港鎮新街里8鄰華勝路395號,房屋已拆除,178459.494,2609072.023
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,義民里,2,民主路,57,雲林縣北港鎮義民里2鄰民主路57號,房屋已拆除,178833.234,2607368.975
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,草湖里,8,華勝路,695,雲林縣北港鎮草湖里8鄰華勝路695號,農業設施雞舍不得設籍,178929.86,2610667.96
166201,雲林縣政府,TW,台灣省,雲林縣,北港鎮,賜福里,1,博愛路,151,雲林縣北港鎮賜福里1鄰博愛路151號,房屋已拆除,178972.378,2607555.253
166201,雲林縣政府,TW,台灣省,雲林縣,古坑鄉,古坑村,15,中華路,36,雲林縣古坑鄉古坑村15鄰中華路36號,雲林縣古坑鄉戶政事務所,205345.35,2615501.8
166201,雲林縣政府,TW,台灣省,雲林縣,古坑鄉,古坑村,20,文淵路2巷,58之2,雲林縣古坑鄉古坑村20鄰文淵路2巷58之2號,農業設施,206034.81,2615216.09
166201,雲林縣政府,TW,台灣省,雲林縣,古坑鄉,東和村,12,廣濟路,129之3,雲林縣古坑鄉東和村12鄰廣濟路129之3號,農業資材室,206249.6,2620310.19
166201,雲林縣政府,TW,台灣省,雲林縣,古坑鄉,東和村,29,文化路,196之42,雲林縣古坑鄉東和村29鄰文化路196之42號,農業資材室,205780.54,2620668.09
166201,雲林縣政府,TW,台灣省,雲林縣,古坑鄉,東和村,29,文化路,230之12,雲林縣古坑鄉東和村29鄰文化路230之12號,農業資材室,205654.15,2620766.26
166201,雲林縣政府,TW,台灣省,雲林縣,古坑鄉,東和村,29,文化路,230之13,雲林縣古坑鄉東和村29鄰文化路230之13號,農業資材室,205658.38,2620762.68
166201,雲林縣政府,TW,台灣省,雲林縣,古坑鄉,永昌村,16,永興路162巷,31之6,雲林縣古坑鄉永昌村16鄰永興路162巷31之6號,農業資材室,203850.48,2613513.64
166201,雲林縣政府,TW,台灣省,雲林縣,古坑鄉,西平村,21,中山路243巷,178,雲林縣古坑鄉西平村21鄰中山路243巷178號,農業資材室,204878.79,2616128.97
166201,雲林縣政府,TW,台灣省,雲林縣,大埤鄉,北和村,10,中山路,102,雲林縣大埤鄉北和村10鄰中山路102號,大埤鄉戶政事務所,191716.18,2615950.88
166201,雲林縣政府,TW,台灣省,雲林縣,大埤鄉,南和村,20,大埤路437巷,34,雲林縣大埤鄉南和村20鄰大埤路437巷34號,農牧用地,192795.36,2616059.4
166201,雲林縣政府,TW,台灣省,雲林縣,大埤鄉,南和村,19,民權路111巷,25,雲林縣大埤鄉南和村19鄰民權路111巷25號,育苗作業室,192125.67,2615283.67
166201,雲林縣政府,TW,台灣省,雲林縣,大埤鄉,南和村,19,民權路111巷,27,雲林縣大埤鄉南和村19鄰民權路111巷27號,網室栽培室,192167.08,2615280.04
166201,雲林縣政府,TW,台灣省,雲林縣,大埤鄉,嘉興村,1,大埤路,398,雲林縣大埤鄉嘉興村1鄰大埤路398號,農牧用地,193154.22,2616583.48
166201,雲林縣政府,TW,台灣省,雲林縣,大埤鄉,大德村,1,民生路,701,雲林縣大埤鄉大德村1鄰民生路701號,蘭棚,190008.38,2614023.86
166201,雲林縣政府,TW,台灣省,雲林縣,大埤鄉,大德村,1,民生路705巷9弄,10,雲林縣大埤鄉大德村1鄰民生路705巷9弄10號,蘭棚,190109.627,2613933.373
166201,雲林縣政府,TW,台灣省,雲林縣,莿桐鄉,埔子村,16,莿桐南路一段,105,雲林縣莿桐鄉埔子村16鄰莿桐南路一段105號,農業設施,200097.34,2628372.81
166201,雲林縣政府,TW,台灣省,雲林縣,莿桐鄉,興桐村,2,和平路,150之51,雲林縣莿桐鄉興桐村2鄰和平路150之51號,農業設施,200231.218,2629595.801
166201,雲林縣政府,TW,台灣省,雲林縣,莿桐鄉,莿桐村,29,中山路,1之6,雲林縣莿桐鄉莿桐村29鄰中山路1之6號,農業資材室,198817.947,2627824.514
166201,雲林縣政府,TW,台灣省,雲林縣,莿桐鄉,莿桐村,1,中山路,170,雲林縣莿桐鄉莿桐村1鄰中山路170號,莿桐鄉戶政事務所,199054.18,2628448.72
166201,雲林縣政府,TW,台灣省,雲林縣,莿桐鄉,莿桐村,1,中山路,170,雲林縣莿桐鄉莿桐村1鄰中山路170號,消防隊,199026.23,2628459.09
166201,雲林縣政府,TW,台灣省,雲林縣,莿桐鄉,莿桐村,1,中山路,170,雲林縣莿桐鄉莿桐村1鄰中山路170號,分駐所,199036.67,2628455.19
166201,雲林縣政府,TW,台灣省,雲林縣,莿桐鄉,莿桐村,6,和平路30巷60弄,10之2,雲林縣莿桐鄉莿桐村6鄰和平路30巷60弄10之2號,違章,199334.75,2628434.26
166201,雲林縣政府,TW,台灣省,雲林縣,莿桐鄉,莿桐村,3,和平路,111之6,雲林縣莿桐鄉莿桐村3鄰和平路111之6號,農業資材室,199247.483,2629010.314
166201,雲林縣政府,TW,台灣省,雲林縣,莿桐鄉,莿桐村,3,和平路,123,雲林縣莿桐鄉莿桐村3鄰和平路123號,農業設施,199262.83,2628988.55
166201,雲林縣政府,TW,台灣省,雲林縣,莿桐鄉,莿桐村,15,延平路,10之6,雲林縣莿桐鄉莿桐村15鄰延平路10之6號,農業資材室,198687.151,2626915.194
166201,雲林縣政府,TW,台灣省,雲林縣,莿桐鄉,莿桐村,25,莿桐南路二段,120,雲林縣莿桐鄉莿桐村25鄰莿桐南路二段120號,農業設施,199040.442,2627795.781
166201,雲林縣政府,TW,台灣省,雲林縣,莿桐鄉,莿桐村,15,莿桐南路二段,139,雲林縣莿桐鄉莿桐村15鄰莿桐南路二段139號,農業設施,198881.22,2627609.299
166201,雲林縣政府,TW,台灣省,雲林縣,林內鄉,林南村,22,中山路,1之1,雲林縣林內鄉林南村22鄰中山路1之1號,雲林縣林內鄉戶政事務所,210905.54,2628316.808
166201,雲林縣政府,TW,台灣省,雲林縣,二崙鄉,大義村,8,田中路,6之15,雲林縣二崙鄉大義村8鄰田中路6之15號,此係農業資材室不得作為設籍使用,187837.596,2631651.301
166201,雲林縣政府,TW,台灣省,雲林縣,二崙鄉,崙東村,6,中山路一段168巷,37,雲林縣二崙鄉崙東村6鄰中山路一段168巷37號,雲林縣二崙鄉戶政事務所,190425.56,2630024.6
166201,雲林縣政府,TW,台灣省,雲林縣,二崙鄉,義庄村,12,新庄路,118,雲林縣二崙鄉義庄村12鄰新庄路118號,此係農業資材室不得作為設籍使用,190830.509,2634723.556
166201,雲林縣政府,TW,台灣省,雲林縣,崙背鄉,東明村,3,民權路,114之1,雲林縣崙背鄉東明村3鄰民權路114之1號,雲林縣崙背鄉戶政事務所,184281,2628815.97
166201,雲林縣政府,TW,台灣省,雲林縣,崙背鄉,西榮村,13,中山路,586之4,雲林縣崙背鄉西榮村13鄰中山路586之4號,限制該門牌不得作為設籍使用,183094.72,2629155.42
166201,雲林縣政府,TW,台灣省,雲林縣,崙背鄉,西榮村,4,民權路,450之1,雲林縣崙背鄉西榮村4鄰民權路450之1號,限制該門牌不得作為設籍使用,183891.72,2629735.54
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,後安村,1,豐安路,132之50,雲林縣麥寮鄉後安村1鄰豐安路132之50號,違章建築,173206.85,2630954.5
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,後安村,1,豐安路,386之3,雲林縣麥寮鄉後安村1鄰豐安路386之3號,違章建築,173243.01,2631064.76
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,施厝村,2,興安路66巷,31之3,雲林縣麥寮鄉施厝村2鄰興安路66巷31之3號,違章建築,176980.22,2632323.77
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,施厝村,2,興安路,75之38,雲林縣麥寮鄉施厝村2鄰興安路75之38號,違章建築,177345.535,2632270.154
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,施厝村,2,興安路184巷,46之3,雲林縣麥寮鄉施厝村2鄰興安路184巷46之3號,違章建築,177217.52,2631792.82
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,橋頭村,20,仁德路,1之8,雲林縣麥寮鄉橋頭村20鄰仁德路1之8號,違章建築,176572.551,2632581.868
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,橋頭村,18,仁德路,68之42,雲林縣麥寮鄉橋頭村18鄰仁德路68之42號,違章建築,176345.261,2632712.205
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,橋頭村,17,仁德路156巷,1之10,雲林縣麥寮鄉橋頭村17鄰仁德路156巷1之10號,違章建築,176216.389,2632734.463
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,橋頭村,13,仁德路,300之1,雲林縣麥寮鄉橋頭村13鄰仁德路300之1號,違章建築,175570.11,2632777.796
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,橋頭村,12,仁德路,315之6,雲林縣麥寮鄉橋頭村12鄰仁德路315之6號,違章建築,175741.07,2632740.94
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,橋頭村,12,仁德路,385之1,雲林縣麥寮鄉橋頭村12鄰仁德路385之1號,違章建築,175360.895,2632731.804
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,橋頭村,14,義興南街,11之6,雲林縣麥寮鄉橋頭村14鄰義興南街11之6號,違章建築,176084.915,2632642.545
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,橋頭村,14,義興南街,11之8,雲林縣麥寮鄉橋頭村14鄰義興南街11之8號,違章建築,176093.226,2632639.731
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,橋頭村,14,義興南街,11之9,雲林縣麥寮鄉橋頭村14鄰義興南街11之9號,違章建築,176096.606,2632634.947
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,海豐村,9,豐安路,130之200,雲林縣麥寮鄉海豐村9鄰豐安路130之200號,違章建築,174124.02,2631025.3
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,麥津村,3,中正路,116之5,雲林縣麥寮鄉麥津村3鄰中正路116之5號,違章建築,173884.053,2627437.696
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,麥津村,22,中興路,123,雲林縣麥寮鄉麥津村22鄰中興路123號,戶政事務所,173728.75,2628018.03
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,麥津村,16,明志街,127之1,雲林縣麥寮鄉麥津村16鄰明志街127之1號,違章建築,173741.837,2627564.709
166201,雲林縣政府,TW,台灣省,雲林縣,麥寮鄉,麥津村,23,泰順路,342之10,雲林縣麥寮鄉麥津村23鄰泰順路342之10號,違章建築,173285.056,2627848.674
